################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.0376372736608970E-01 a       445     0    30     1    10
 -2.8406200021225425E-01 a       446     0    30     1    11
  2.2510747396738440E-01 a       447     0    30     1    12
 -9.1181380623503866E-02 a       448     0    30     1    13
  5.2674969715234790E-02 a       449     0    30     1    14
 -6.0672893507191905E-01 a       450     0    30     1    15
  1.1740277529320182E+00 a       451     0    31     1     1
 -3.3650915196210560E+00 a       452     0    31     1     2
  1.0296867765829310E+00 a       453     0    31     1     3
  2.4322233721771416E+00 a       454     0    31     1     4
 -3.2170665038338564E-01 a       455     0    31     1     5
 -7.0790725284581713E-01 a       456     0    31     1     6
 -2.2684714697146569E+00 a       457     0    31     1     7
  2.8921682671238985E-01 a       458     0    31     1     8
  2.5910209284101633E+00 a       459     0    31     1     9
 -2.9548802361255069E+00 a       460     0    31     1    10
  1.7343013428904042E-01 a       461     0    31     1    11
 -7.9995822770702729E-01 a       462     0    31     1    12
  1.8304680328706473E+00 a       463     0    31     1    13
 -1.3622555932144884E+00 a       464     0    31     1    14
 -1.2344611271781081E+00 a       465     0    31     1    15
  9.5256608012177990E-01 a       466     0    32     1     1
  7.3643898525418761E-01 a       467     0    32     1     2
 -7.2818859017775720E-03 a       468     0    32     1     3
 -3.7574024275214030E-01 a       469     0    32     1     4
 -1.6319735600181379E-01 a       470     0    32     1     5
  9.0973811809396329E-02 a       471     0    32     1     6
 -4.4727784968224610E-01 a       472     0    32     1     7
 -2.8243603398663930E-01 a       473     0    32     1     8
  4.6613912364810606E-01 a       474     0    32     1     9
 -4.5972741910464673E-02 a       475     0    32     1    10
  3.9322341135866778E-01 a       476     0    32     1    11
 -8.9181099038325062E-01 a       477     0    32     1    12
 -1.6287314802360664E-01 a       478     0    32     1    13
  5.2701885846653730E-02 a       479     0    32     1    14
 -1.8922178514986793E-01 a       480     0    32     1    15
  2.0782479788955888E-01 a       481     0    33     1     1
 -1.4699007596327163E-01 a       482     0    33     1     2
  3.6434436382585395E-01 a       483     0    33     1     3
  8.6099389401832993E-01 a       484     0    33     1     4
 -1.0990956753239770E-01 a       485     0    33     1     5
  1.1035864694071984E+00 a       486     0    33     1     6
  1.1695083018306210E-01 a       487     0    33     1     7
 -2.3761561255056969E-02 a       488     0    33     1     8
  1.1369341425386373E-01 a       489     0    33     1     9
  7.3971305579063187E-02 a       490     0    33     1    10
  1.2163455982227611E+00 a       491     0    33     1    11
 -1.4421094398282575E+00 a       492     0    33     1    12
 -8.7964907311444462E-01 a       493     0    33     1    13
 -8.5014722577380786E-01 a       494     0    33     1    14
  2.1112341584370500E-01 a       495     0    33     1    15
 -2.1443360917907417E+00 a       496     0    34     1     1
  9.5193508408927319E-01 a       497     0    34     1     2
  7.0793437989719477E-01 a       498     0    34     1     3
 -1.7633838535824573E+00 a       499     0    34     1     4
 -1.8233554876553149E+00 a       500     0    34     1     5
 -1.7547097411310957E+00 a       501     0    34     1     6
  1.2328690090933594E+00 a       502     0    34     1     7
